Data from clearballot_sample_CVR.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,US Representative; 1st District (Vote For=1),US Representative; 1st District (Vote For=1),US Representative; 1st District (Vote For=1),US Representative; 1st District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 3rd District (Vote For=1),US Representative; 5th District (Vote For=1),US Representative; 5th District (Vote For=1),US Representative; 5th District (Vote For=1),US Representative; 5th District (Vote For=1),US Representative; 5th District (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),Governor (Vote For=1),State Senator; 16th District (Vote For=1),State Senator; 16th District (Vote For=1),State Senator; 16th District (Vote For=1),State Senator; 17th District (Vote For=1),State Senator; 17th District (Vote For=1),State Senator; 19th District (Vote For=1),State Senator; 19th District (Vote For=1),State Senator; 19th District (Vote For=1),State Senator; 24th District (Vote For=1),State Senator; 24th District (Vote For=1),State Senator; 26th District (Vote For=1),State Senator; 26th District (Vote For=1),State Senator; 26th District (Vote For=1),State Representative; 27th District (Vote For=1),State Representative; 27th District (Vote For=1),State Representative; 27th District (Vote For=1),State Representative; 27th District (Vote For=1),State Representative; 31st District (Vote For=1),State Representative; 31st District (Vote For=1),State Representative; 31st District (Vote For=1),State Representative; 33rd District (Vote For=1),State Representative; 33rd District (Vote For=1),State Representative; 33rd District (Vote For=1),State Representative; 35th District (Vote For=1),State Representative; 35th District (Vote For=1),State Representative; 35th District (Vote For=1),State Representative; 36th District (Vote For=1),State Representative; 36th District (Vote For=1),State Representative; 38th District (Vote For=1),State Representative; 38th District (Vote For=1),State Representative; 41st District (Vote For=1),State Representative; 41st District (Vote For=1),State Representative; 42nd District (Vote For=1),State Representative; 42nd District (Vote For=1),State Representative; 42nd District (Vote For=1),State Representative; 43rd District (Vote For=1),State Representative; 43rd District (Vote For=1),State Representative; 44th District (Vote For=1),State Representative; 44th District (Vote For=1),State Representative; 44th District (Vote For=1),State Representative; 45th District (Vote For=1),State Representative; 45th District (Vote For=1),State Representative; 46th District (Vote For=1),State Representative; 46th District (Vote For=1),State Representative; 47th District (Vote For=1),State Representative; 47th District (Vote For=1),State Representative; 48th District (Vote For=1),State Representative; 48th District (Vote For=1),State Representative; 48th District (Vote For=1),State Representative; 49th District (Vote For=1),State Representative; 49th District (Vote For=1),State Representative; 49th District (Vote For=1),State Representative; 49th District (Vote For=1),State Representative; 50th District (Vote For=1),State Representative; 50th District (Vote For=1),State Representative; 51st District (Vote For=1),State Representative; 51st District (Vote For=1),State Representative; 51st District (Vote For=1),State Representative; 52nd District (Vote For=1),State Representative; 52nd District (Vote For=1),State Representative; 52nd District (Vote For=1),Judge of the Supreme Court; Position 5 (Vote For=1),Judge of the Supreme Court; Position 5 (Vote For=1),Judge of the Court of Appeals; Position 2 (Vote For=1),Judge of the Court of Appeals; Position 2 (Vote For=1),Judge of the Court of Appeals; Position 4 (Vote For=1),Judge of the Court of Appeals; Position 4 (Vote For=1),Judge of the Court of Appeals; Position 7 (Vote For=1),Judge of the Court of Appeals; Position 7 (Vote For=1),Judge of the Oregon Tax Court (Vote For=1),Judge of the Oregon Tax Court (Vote For=1),Judge of the Circuit Court; 4th District; Position 30 (Vote For=1),Judge of the Circuit Court; 4th District; Position 30 (Vote For=1),Judge of the Circuit Court; 4th District; Position 30 (Vote For=1),Judge of the Circuit Court; 4th District; Position 10 (Vote For=1),Judge of the Circuit Court; 4th District; Position 10 (Vote For=1),Judge of the Circuit Court; 4th District; Position 15 (Vote For=1),Judge of the Circuit Court; 4th District; Position 15 (Vote For=1),Judge of the Circuit Court; 4th District; Position 27 (Vote For=1),Judge of the Circuit Court; 4th District; Position 27 (Vote For=1),Multnomah County; Auditor (Vote For=1),Multnomah County; Auditor (Vote For=1),Multnomah County; Auditor (Vote For=1),City of Fairview; Mayor (Vote For=1),City of Fairview; Mayor (Vote For=1),City of Fairview; Mayor (Vote For=1),City of Fairview; Councilor; Position 4 (Vote For=1),City of Fairview; Councilor; Position 4 (Vote For=1),City of Fairview; Councilor; Position 4 (Vote For=1),City of Fairview; Councilor; Position 5 (Vote For=1),City of Fairview; Councilor; Position 5 (Vote For=1),City of Fairview; Councilor; Position 5 (Vote For=1),City of Fairview; Councilor; Position 6 (Vote For=1),City of Fairview; Councilor; Position 6 (Vote For=1),City of Fairview; Councilor; Position 6 (Vote For=1),City of Gresham; Mayor (Vote For=1),City of Gresham; Mayor (Vote For=1),City of Gresham; Mayor (Vote For=1),City of Gresham; Councilor; Position 2 (Vote For=1),City of Gresham; Councilor; Position 2 (Vote For=1),City of Gresham; Councilor; Position 2 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 4 (Vote For=1),City of Gresham; Councilor; Position 6 (Vote For=1),City of Gresham; Councilor; Position 6 (Vote For=1),City of Maywood Park; Council Member (Vote For=3),City of Maywood Park; Council Member (Vote For=3),City of Maywood Park; Council Member (Vote For=3),City of Maywood Park; Council Member (Vote For=3),City of Maywood Park; Council Member (Vote For=3),City of Maywood Park; Council Member (Vote For=3),City of Portland; Commissioner; Position 3 (Vote For=1),City of Portland; Commissioner; Position 3 (Vote For=1),City of Portland; Commissioner; Position 3 (Vote For=1),City of Troutdale; Councilor; Position 1 (Vote For=1),City of Troutdale; Councilor; Position 1 (Vote For=1),City of Troutdale; Councilor; Position 3 (Vote For=1),City of Troutdale; Councilor; Position 3 (Vote For=1),City of Troutdale; Councilor; Position 5 (Vote For=1),City of Troutdale; Councilor; Position 5 (Vote For=1),City of Troutdale; Councilor; Position 5 (Vote For=1),City of Troutdale; Councilor; Position 5 (Vote For=1),City of Wood Village; Councilor; Position 1 (Vote For=1),City of Wood Village; Councilor; Position 1 (Vote For=1),City of Wood Village; Councilor; Position 4 (Vote For=1),City of Wood Village; Councilor; Position 4 (Vote For=1),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),City of Lake Oswego; Councilor (Vote For=3),Metro Councilor; District 2 (Vote For=1),Metro Councilor; District 2 (Vote For=1),Metro Councilor; District 2 (Vote For=1),Multnomah East Soil and Water; Director; At-Large; Position  (Vote For=1),Multnomah East Soil and Water; Director; At-Large; Position  (Vote For=1),Multnomah East Soil and Water; Director; Zone 1 (Vote For=1),Multnomah East Soil and Water; Director; Zone 3 (Vote For=1),Multnomah East Soil and Water; Director; Zone 3 (Vote For=1),Multnomah West Soil and Water; Director; At-Large; Position  (Vote For=1),Multnomah West Soil and Water; Director; At-Large; Position  (Vote For=1),Multnomah West Soil and Water; Director; Zone 4 (Vote For=1),Multnomah West Soil and Water; Director; Zone 4 (Vote For=1),Multnomah West Soil and Water; Director; Zone 5 (Vote For=1),Multnomah West Soil and Water; Director; Zone 5 (Vote For=1),Columbia River PUD; Director; Subdivision 1 (Vote For=1),Columbia River PUD; Director; Subdivision 1 (Vote For=1),Columbia River PUD; Director; Subdivision 1 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D2 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D2 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D3 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D3 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D5 (Vote For=1),Rockwood Water People's Utility District; Director; Sub-D5 (Vote For=1),Interlachen Water People's Utility District;  Dir; Sub-D2 (Vote For=1),Interlachen Water People's Utility District;  Dir; Sub-D2 (Vote For=1),Interlachen Water People's Utility District; Dir; Sub-D3 (Vote For=1),Interlachen Water People's Utility District; Dir; Sub-D3 (Vote For=1),Measure 102 (Vote For=1),Measure 102 (Vote For=1),Measure 103 (Vote For=1),Measure 103 (Vote For=1),Measure 104 (Vote For=1),Measure 104 (Vote For=1),Measure 105 (Vote For=1),Measure 105 (Vote For=1),Measure 106 (Vote For=1),Measure 106 (Vote For=1),Measure 3-537 (Vote For=1),Measure 3-537 (Vote For=1),Measure 3-538 (Vote For=1),Measure 3-538 (Vote For=1),Measure 26-200 (Vote For=1),Measure 26-200 (Vote For=1),Measure 26-201 (Vote For=1),Measure 26-201 (Vote For=1),Measure 26-199 (Vote For=1),Measure 26-199 (Vote For=1),Measure 26-198 (Vote For=1),Measure 26-198 (Vote For=1)
,,,,,,Drew A Layda,Suzanne Bonamici,John Verbeek,Write-in,Marc W Koller,Earl Blumenauer,Gary Lyndon Dye,Michael Marsh,Tom Harrison,Write-in,Mark Callahan,Dan Souza,Marvin Sandnes,Kurt Schrader,Write-in,Aaron Auer,Nick Chen,Kate Brown,Knute Buehler,Patrick Starnes,Chris Henry,Write-in,Betsy Johnson,Ray Biggs,Write-in,Eli Steiner Hayward,Write-in,Rob Wagner,David C Poulson,Write-in,Shemia Fagan,Write-in,Chrissy Reitz,Chuck Thomsen,Write-in,Brian Pierson,Katy Brumbelow,Sheri Malstrom,Write-in,Brad Witt,Brian G Stout,Write-in,Elizabeth Reye,Mitch Greenlick,Write-in,Margaret Doherty,Bob Niemeyer,Write-in,Jennifer Williamson,Write-in,Andrea Salinas,Write-in,Karin Power,Write-in,Bru Alexander Knight,Rob Nosse,Write-in,Tawna Sanchez,Write-in,Manny Guerra,Tina Kotek,Write-in,Barbara Smith Warner,Write-in,Alissa Keny-Guyer,Write-in,Diego Hernandez,Write-in,Jeff Reardon,Sonny Yellott,Write-in,Heather Ricks,Chris Gorsek,Justin Hwang,Write-in,Carla C Piluso,Write-in,Lori Chavez-DeRemer,Janelle S Bynum,Write-in,Anna Williams,Jeff Helfrich,Write-in,Adrienne Nelson,Write-in,Bronson D James,Write-in,Robyn Ridler Aoyagi,Write-in,Steven R Powers,Write-in,Robert Manicke,Write-in,Bob Callahan,Benjamin N Souede,Write-in,Kat von Ter Stegge,Write-in,Christopher A Ramras,Write-in,Patricia L McGuire,Write-in,Scott Learn,Jennifer McGuirk,Write-in,Ted Tosterud,Brian Cooper,Write-in,Russell M Williams,Balwant Bhullar,Write-in,Edward L Jones,Natalie Voruz,Write-in,Darren Riordan,Antonia Kreamier,Write-in,Allen Cox,Shane T Bemis,Write-in,Kirk French,Eddy Morales,Write-in,Benjamin Jones,Ryan C Johnson,Raymond Love,Mario A Palmero,Paul Drechsler,Antonio Medel,Write-in,Janine M Gladfelter,Write-in,Jim Akers,Chris Williams,Michelle J Montross,Write-in,Write-in,Write-in,Loretta Smith,Jo Ann A Hardesty,Write-in,David Ripma,Write-in,Jamie Kranz,Write-in,Deb Reuter,Paul Wilcox,Nick Moon,Write-in,Bruce Nissen,Write-in,John C Miner,Write-in,Randy Lee Arthur,John Wendland,Hannah Crumm̩,Emma Burke,Daniel Nguyen,Donald Mattersdorff,Jackie Manz,Massene Mboup,Write-in,Write-in,Write-in,Christine Lewis,Joe Buck,Write-in,Allison Hensey,Write-in,Write-in,Michael Guebert,Write-in,Shawn Looney,Write-in,Brian W Lightcap,Write-in,Terri Preeg Riggsby,Write-in,Debbie Reed,Guy Auker,Write-in,Colby Riley,Write-in,Kathy A Zimmerman,Write-in,Larry G Dixon,Write-in,Yuval Golan,Write-in,Terry E Schulz,Write-in,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
CvrNumber,TabulatorNum,BatchId,RecordId,ImprintedId,BallotType,Libertarian,Democrat,Republican,Non-Partisan,Independent,Democrat,Libertarian,Constitution,Republican,Non-Partisan,Republican,Libertarian,Pacific Green,Democrat,Non-Partisan,Constitution,Libertarian,Democrat,Republican,Independent,Progressive,Non-Partisan,Democrat,Constitution,Non-Partisan,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Independent,Libertarian,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Republican,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Democrat,Non-Partisan,Democrat,Non-Partisan,Democrat,Non-Partisan,Libertarian,Democrat,Non-Partisan,Democrat,Non-Partisan,Libertarian,Democrat,Non-Partisan,Democrat,Non-Partisan,Democrat,Non-Partisan,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Libertarian,Democrat,Republican,Non-Partisan,Democrat,Non-Partisan,Republican,Democrat,Non-Partisan,Democrat,Republican,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan,Non-Partisan
1,04,0001,1,AB-0001+10003,5004-1,,,,,0,1,0,0,0,0,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,,,,,,,,,1,0,,
2,04,0001,2,AB-0001+10005,5004-1,,,,,0,1,0,0,0,0,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,,,,,,,,,1,0,,
3,04,0001,3,AB-0001+10007,5008-1,,,,,0,1,0,0,0,0,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,1,,,,,,,,,0,0,,
4,04,0001,4,AB-0001+10009,4904-1,,,,,0,0,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,0,,,,,,,,,0,1,,
5,04,0001,5,AB-0001+10011,5008-1,,,,,0,1,0,0,0,0,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,,
6,04,0001,6,AB-0001+10013,5203-1,,,,,0,0,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,0,,,,,,,,,0,1,,
7,04,0001,7,AB-0001+10015,4710-1,,,,,1,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,,,,,1,0,1,0,1,0,,
8,04,0001,8,AB-0001+10017,4710-1,,,,,0,0,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,0,,,,,1,0,0,1,0,1,,
